x,y,z,ley,antes_max,Period,valor,valor_acum
24265,24625,3305,0.41,0,4.0,-18642.64625708627,-196794.07118346562
24265,24625,3315,0.42,0,5.0,-15848.29486932711,-212642.36605279273
24265,24625,3325,0.42,0,5.0,-15848.29486932711,-228490.66092211983
24265,24625,3335,0.43,0,5.0,-14748.729504939427,-243239.39042705926
24265,24625,3345,0.43,0,5.0,-14748.729504939427,-257988.1199319987
24265,24625,3355,0.43,0,5.0,-14748.729504939427,-272736.8494369381
24265,24625,3365,0.45,0,5.0,-12549.598776164068,-285286.4482131022
24265,24625,3375,0.49,0,5.0,-8151.337318613364,-293437.78553171555
24265,24625,3385,0.49,0,5.0,-8151.337318613364,-301589.1228503289
24265,24625,3395,0.46,0,5.0,-11450.033411776392,-313039.15626210533
24265,24625,3405,0.48,0,5.0,-9250.902683001039,-322290.05894510634
24265,24625,3415,0.42,0,5.0,-15848.29486932711,-338138.35381443345
24265,24635,3025,0.46,0,0.0,-18440.393310000003,-18440.393310000003
24265,24635,3035,0.47,0,0.0,-16669.532295000015,-35109.92560500002
24265,24635,3045,0.48,0,0.0,-14898.67128000001,-50008.59688500003
24265,24635,3055,0.51,0,0.0,-9586.088235,-59594.685120000024
24265,24635,3065,0.53,0,1.0,-5494.878368181823,-65089.56348818185
24265,24635,3075,0.53,0,1.0,-5494.878368181823,-70584.44185636367
24265,24635,3085,0.52,0,1.0,-7104.75201818182,-77689.1938745455
24265,24635,3095,0.52,0,1.0,-7104.75201818182,-84793.94589272732
24265,24635,3105,0.51,0,1.0,-8714.625668181818,-93508.57156090914
24265,24635,3115,0.51,0,2.0,-7922.386971074378,-101430.95853198352
24265,24635,3125,0.5,0,2.0,-9385.908471074375,-110816.8670030579
24265,24635,3135,0.5,0,2.0,-9385.908471074375,-120202.77547413227
24265,24635,3145,0.5,0,2.0,-9385.908471074375,-129588.68394520665
24265,24635,3155,0.49,0,2.0,-10849.429971074389,-140438.11391628103
24265,24635,3165,0.55,0,2.0,-2068.3009710743736,-142506.4148873554
24265,24635,3175,0.55,0,3.0,-1880.2736100676123,-144386.68849742302
24265,24635,3185,0.53,0,3.0,-4541.221791885803,-148927.9102893088
24265,24635,3195,0.57,0,3.0,780.6745717505643,-148147.23571755824
24265,24635,3205,0.6,0,3.0,4772.096844477844,-143375.1388730804
24265,24635,3215,0.59,0,3.0,3441.6227535687412,-139933.51611951165
24265,24635,3225,0.52,0,3.0,-5871.695882794891,-145805.21200230654
24265,24635,3235,0.51,0,3.0,-7202.169973703979,-153007.3819760105
24265,24635,3245,0.51,0,4.0,-6547.427248821799,-159554.8092248323
24265,24635,3255,0.49,0,4.0,-8966.4710504747,-168521.280275307
24265,24635,3265,0.51,0,4.0,-6547.427248821799,-175068.7075241288
24265,24635,3275,0.47,0,4.0,-11385.514852127595,-186454.2223762564
24265,24635,3285,0.47,0,4.0,-11385.514852127595,-197839.73722838398
24265,24635,3295,0.41,0,4.0,-18642.64625708627,-216482.38348547026
24265,24635,3305,0.41,0,4.0,-18642.64625708627,-235125.02974255654
24265,24635,3315,0.41,0,5.0,-16947.86023371479,-252072.8899762713
24265,24635,3325,0.41,0,5.0,-16947.86023371479,-269020.7502099861
24265,24635,3335,0.42,0,5.0,-15848.29486932711,-284869.0450793132
24265,24635,3345,0.42,0,5.0,-15848.29486932711,-300717.3399486403
24265,24635,3355,0.43,0,5.0,-14748.729504939427,-315466.0694535797
24265,24635,3365,0.44,0,5.0,-13649.164140551744,-329115.2335941315
24265,24635,3375,0.48,0,5.0,-9250.902683001039,-338366.1362771325
24265,24635,3385,0.45,0,5.0,-12549.598776164068,-350915.73505329655
24265,24635,3395,0.46,0,5.0,-11450.033411776392,-362365.76846507296
24265,24635,3405,0.46,0,5.0,-11450.033411776392,-373815.8018768494
24265,24635,3415,0.52,0,5.0,-4852.641225450323,-378668.4431022997
24265,24645,3025,0.46,0,0.0,-18440.393310000003,-18440.393310000003
24265,24645,3035,0.48,0,0.0,-14898.67128000001,-33339.06459000001
24265,24645,3045,0.5,0,0.0,-11356.949249999996,-44696.01384000001
24265,24645,3055,0.53,0,0.0,-6044.366205000006,-50740.38004500001
24265,24645,3065,0.55,0,1.0,-2275.1310681818113,-53015.51111318183
24265,24645,3075,0.53,0,1.0,-5494.878368181823,-58510.38948136365
24265,24645,3085,0.52,0,1.0,-7104.75201818182,-65615.14149954547
24265,24645,3095,0.51,0,1.0,-8714.625668181818,-74329.76716772729
24265,24645,3105,0.51,0,1.0,-8714.625668181818,-83044.39283590911
24265,24645,3115,0.51,0,2.0,-7922.386971074378,-90966.77980698348
24265,24645,3125,0.5,0,2.0,-9385.908471074375,-100352.68827805786
24265,24645,3135,0.5,0,2.0,-9385.908471074375,-109738.59674913224
24265,24645,3145,0.51,0,2.0,-7922.386971074378,-117660.98372020661
24265,24645,3155,0.51,0,2.0,-7922.386971074378,-125583.37069128099
24265,24645,3165,0.56,0,2.0,-604.7794710743764,-126188.15016235536
24265,24645,3175,0.56,0,3.0,-549.7995191585239,-126737.94968151388
24265,24645,3185,0.55,0,3.0,-1880.2736100676123,-128618.2232915815
24265,24645,3195,0.6,0,3.0,4772.096844477844,-123846.12644710366
24265,24645,3205,0.63,0,3.0,8763.519117205095,-115082.60732989856
24265,24645,3215,0.61,0,3.0,6102.570935386903,-108980.03639451166
24265,24645,3225,0.53,0,3.0,-4541.221791885803,-113521.25818639746
24265,24645,3235,0.53,0,3.0,-4541.221791885803,-118062.47997828327
24265,24645,3245,0.51,0,4.0,-6547.427248821799,-124609.90722710507
24265,24645,3255,0.53,0,4.0,-4128.383447168912,-128738.29067427399
24265,24645,3265,0.52,0,4.0,-5337.905347995355,-134076.19602226935
24265,24645,3275,0.47,0,4.0,-11385.514852127595,-145461.71087439693
24265,24645,3285,0.47,0,4.0,-11385.514852127595,-156847.2257265245
24265,24645,3295,0.41,0,4.0,-18642.64625708627,-175489.8719836108
24265,24645,3305,0.41,0,4.0,-18642.64625708627,-194132.51824069707
24265,24645,3315,0.41,0,5.0,-16947.86023371479,-211080.37847441185
24265,24645,3325,0.4,0,5.0,-18047.42559810246,-229127.8040725143
24265,24645,3335,0.4,0,5.0,-18047.42559810246,-247175.22967061674
24265,24645,3345,0.41,0,5.0,-16947.86023371479,-264123.08990433154
24265,24645,3355,0.41,0,5.0,-16947.86023371479,-281070.95013804635
24265,24645,3365,0.42,0,5.0,-15848.29486932711,-296919.24500737345
24265,24645,3375,0.46,0,5.0,-11450.033411776392,-308369.27841914986
24265,24645,3385,0.44,0,5.0,-13649.164140551744,-322018.4425597016
24265,24645,3395,0.45,0,5.0,-12549.598776164068,-334568.0413358657
24265,24645,3405,0.44,0,5.0,-13649.164140551744,-348217.20547641744
24265,24645,3415,0.51,0,5.0,-5952.206589837999,-354169.41206625546
24265,24655,3025,0.44,0,0.0,-21982.115339999997,-21982.115339999997
24265,24655,3035,0.5,0,0.0,-11356.949249999996,-33339.064589999994
24265,24655,3045,0.51,0,0.0,-9586.088235,-42925.152825
24265,24655,3055,0.5,0,0.0,-11356.949249999996,-54282.102074999995
24265,24655,3065,0.49,0,1.0,-11934.37296818183,-66216.47504318182
24265,24655,3075,0.47,0,1.0,-15154.12026818183,-81370.59531136365
24265,24655,3085,0.48,0,1.0,-13544.246618181825,-94914.84192954548
24265,24655,3095,0.51,0,1.0,-8714.625668181818,-103629.4675977273
24265,24655,3105,0.52,0,1.0,-7104.75201818182,-110734.21961590913
24265,24655,3115,0.52,0,2.0,-6458.865471074381,-117193.08508698351
24265,24655,3125,0.51,0,2.0,-7922.386971074378,-125115.47205805789
24265,24655,3135,0.49,0,2.0,-10849.429971074389,-135964.90202913227
24265,24655,3145,0.49,0,2.0,-10849.429971074389,-146814.33200020666
24265,24655,3155,0.54,0,2.0,-3531.822471074387,-150346.15447128104
24265,24655,3165,0.55,0,2.0,-2068.3009710743736,-152414.45544235542
24265,24655,3175,0.54,0,3.0,-3210.747700976715,-155625.20314333212
24265,24655,3185,0.61,0,3.0,6102.570935386903,-149522.63220794522
24265,24655,3195,0.65,0,3.0,11424.467299023285,-138098.16490892193
24265,24655,3205,0.64,0,3.0,10093.993208114181,-128004.17170080775
24265,24655,3215,0.61,0,3.0,6102.570935386903,-121901.60076542085
24265,24655,3225,0.52,0,3.0,-5871.695882794891,-127773.29664821574
24265,24655,3235,0.51,0,3.0,-7202.169973703979,-134975.4666219197
24265,24655,3245,0.49,0,4.0,-8966.4710504747,-143941.93767239442
24265,24655,3255,0.51,0,4.0,-6547.427248821799,-150489.3649212162
24265,24655,3265,0.46,0,4.0,-12595.036752954033,-163084.40167417025
24265,24655,3275,0.45,0,4.0,-13804.558653780477,-176888.9603279507
24265,24655,3285,0.42,0,4.0,-17433.12435625982,-194322.08468421054
24265,24655,3295,0.42,0,4.0,-17433.12435625982,-211755.20904047036
24265,24655,3305,0.42,0,4.0,-17433.12435625982,-229188.3333967302
24265,24655,3315,0.42,0,5.0,-15848.29486932711,-245036.6282660573
24265,24655,3325,0.41,0,5.0,-16947.86023371479,-261984.4884997721
24265,24655,3335,0.42,0,5.0,-15848.29486932711,-277832.7833690992
24265,24655,3345,0.41,0,5.0,-16947.86023371479,-294780.643602814
24265,24655,3355,0.43,0,5.0,-14748.729504939427,-309529.3731077534
24265,24655,3365,0.47,0,5.0,-10350.468047388722,-319879.8411551421
24265,24655,3375,0.47,0,5.0,-10350.468047388722,-330230.3092025308
24265,24655,3385,0.45,0,5.0,-12549.598776164068,-342779.9079786949
24265,24655,3395,0.45,0,5.0,-12549.598776164068,-355329.50675485894
24265,24655,3405,0.46,0,5.0,-11450.033411776392,-366779.54016663536
24265,24655,3415,0.49,0,5.0,-8151.337318613364,-374930.8774852487
24265,24665,3025,0.45,0,0.0,-20211.254325,-20211.254325
24265,24665,3035,0.49,0,0.0,-13127.810265000013,-33339.064590000016
24265,24665,3045,0.5,0,0.0,-11356.949249999996,-44696.013840000014
24265,24665,3055,0.51,0,0.0,-9586.088235,-54282.10207500002
24265,24665,3065,0.52,0,1.0,-7104.75201818182,-61386.854093181835
24265,24665,3075,0.54,0,1.0,-3885.004718181826,-65271.85881136366
24265,24665,3085,0.57,0,1.0,944.616231818183,-64327.24257954548
24265,24665,3095,0.59,0,1.0,4164.363531818178,-60162.8790477273
24265,24665,3105,0.58,0,1.0,2554.4898818181805,-57608.38916590912
24265,24665,3115,0.55,0,2.0,-2068.3009710743736,-59676.69013698349
24265,24665,3125,0.52,0,2.0,-6458.865471074381,-66135.55560805787
24265,24665,3135,0.5,0,2.0,-9385.908471074375,-75521.46407913225
24265,24665,3145,0.51,0,2.0,-7922.386971074378,-83443.85105020662
24265,24665,3155,0.56,0,2.0,-604.7794710743764,-84048.630521281
24265,24665,3165,0.57,0,2.0,858.7420289256208,-83189.88849235537
24265,24665,3175,0.58,0,3.0,2111.1486626596525,-81078.73982969573
24265,24665,3185,0.64,0,3.0,10093.993208114181,-70984.74662158155
24265,24665,3195,0.7,0,3.0,18076.83775356871,-52907.90886801284
24265,24665,3205,0.64,0,3.0,10093.993208114181,-42813.91565989866
24265,24665,3215,0.55,0,3.0,-1880.2736100676123,-44694.18926996627
24265,24665,3225,0.55,0,3.0,-1880.2736100676123,-46574.46288003388
24265,24665,3235,0.55,0,3.0,-1880.2736100676123,-48454.736490101495
24265,24665,3245,0.53,0,4.0,-4128.383447168912,-52583.11993727041
24265,24665,3255,0.55,0,4.0,-1709.3396455160112,-54292.45958278642
24265,24665,3265,0.5,0,4.0,-7756.949149648243,-62049.40873243466
24265,24665,3275,0.45,0,4.0,-13804.558653780477,-75853.96738621514
24265,24665,3285,0.43,0,4.0,-16223.602455433373,-92077.56984164851
24265,24665,3295,0.43,0,4.0,-16223.602455433373,-108301.17229708188
24265,24665,3305,0.43,0,4.0,-16223.602455433373,-124524.77475251525
24265,24665,3315,0.43,0,5.0,-14748.729504939427,-139273.50425745468
24265,24665,3325,0.46,0,5.0,-11450.033411776392,-150723.53766923107
24265,24665,3335,0.46,0,5.0,-11450.033411776392,-162173.57108100745
24265,24665,3345,0.45,0,5.0,-12549.598776164068,-174723.1698571715
24265,24665,3355,0.47,0,5.0,-10350.468047388722,-185073.63790456022
24265,24665,3365,0.52,0,5.0,-4852.641225450323,-189926.27913001055
24265,24665,3375,0.49,0,5.0,-8151.337318613364,-198077.6164486239
24265,24665,3385,0.49,0,5.0,-8151.337318613364,-206228.95376723728
24265,24665,3395,0.51,0,5.0,-5952.206589837999,-212181.16035707528
24265,24665,3405,0.52,0,5.0,-4852.641225450323,-217033.8015825256
24265,24665,3415,0.52,0,5.0,-4852.641225450323,-221886.44280797592
24265,24675,3025,0.57,1,0.0,1039.0778550000014,1039.0778550000014
24265,24675,3035,0.57,1,0.0,1039.0778550000014,2078.1557100000027
24265,24675,3045,0.56,1,0.0,-731.7831599999955,1346.3725500000073
24265,24675,3055,0.55,1,0.0,-2502.6441749999926,-1156.2716249999853
24265,24675,3065,0.55,1,1.0,-2275.1310681818113,-3431.4026931817966
24265,24675,3075,0.55,1,1.0,-2275.1310681818113,-5706.5337613636075
24265,24675,3085,0.56,1,1.0,-665.257418181814,-6371.791179545422
24265,24675,3095,0.57,1,1.0,944.616231818183,-5427.174947727239
24265,24675,3105,0.56,1,1.0,-665.257418181814,-6092.432365909053
24265,24675,3115,0.53,1,2.0,-4995.343971074384,-11087.776336983437
24265,24675,3125,0.52,1,2.0,-6458.865471074381,-17546.64180805782
24265,24675,3135,0.53,1,2.0,-4995.343971074384,-22541.985779132203
24265,24675,3145,0.54,1,2.0,-3531.822471074387,-26073.808250206588
24265,24675,3155,0.56,1,2.0,-604.7794710743764,-26678.587721280965
24265,24675,3165,0.57,1,2.0,858.7420289256208,-25819.845692355342
24265,24675,3175,0.58,1,3.0,2111.1486626596525,-23708.69702969569
24265,24675,3185,0.67,1,3.0,14085.415480841477,-9623.281548854213
24265,24675,3195,0.66,1,3.0,12754.941389932374,3131.6598410781608
24265,24675,3205,0.61,1,3.0,6102.570935386903,9234.230776465065
24265,24675,3215,0.54,0,3.0,-3210.747700976715,6023.48307548835
24265,24675,3225,0.53,0,3.0,-4541.221791885803,1482.2612836025464
24265,24675,3235,0.51,0,3.0,-7202.169973703979,-5719.9086901014325
24265,24675,3245,0.53,0,4.0,-4128.383447168912,-9848.292137270346
24265,24675,3255,0.53,0,4.0,-4128.383447168912,-13976.675584439257
24265,24675,3265,0.49,0,4.0,-8966.4710504747,-22943.14663491396
24265,24675,3275,0.49,0,4.0,-8966.4710504747,-31909.617685388657
24265,24675,3285,0.46,0,4.0,-12595.036752954033,-44504.65443834269
24265,24675,3295,0.46,0,4.0,-12595.036752954033,-57099.69119129672
24265,24675,3305,0.46,0,4.0,-12595.036752954033,-69694.72794425076
24265,24675,3315,0.49,0,5.0,-8151.337318613364,-77846.06526286413
24265,24675,3325,0.48,0,5.0,-9250.902683001039,-87096.96794586517
24265,24675,3335,0.46,0,5.0,-11450.033411776392,-98547.00135764157
24265,24675,3345,0.45,0,5.0,-12549.598776164068,-111096.60013380564
24265,24675,3355,0.51,0,5.0,-5952.206589837999,-117048.80672364363
24265,24675,3365,0.51,0,5.0,-5952.206589837999,-123001.01331348163
24265,24675,3375,0.48,0,5.0,-9250.902683001039,-132251.91599648265
24265,24675,3385,0.49,0,5.0,-8151.337318613364,-140403.25331509602
24265,24675,3395,0.52,0,5.0,-4852.641225450323,-145255.89454054635
24265,24675,3405,0.48,0,5.0,-9250.902683001039,-154506.7972235474
24265,24675,3415,0.47,0,5.0,-10350.468047388722,-164857.2652709361
24265,24685,3025,0.54,0,0.0,-4273.505190000009,-4273.505190000009
24265,24685,3035,0.53,0,0.0,-6044.366205000006,-10317.871395000015
24265,24685,3045,0.53,0,0.0,-6044.366205000006,-16362.23760000002
24265,24685,3055,0.51,0,0.0,-9586.088235,-25948.325835000018
24265,24685,3065,0.51,0,1.0,-8714.625668181818,-34662.95150318184
24265,24685,3075,0.51,0,1.0,-8714.625668181818,-43377.57717136366
24265,24685,3085,0.51,0,1.0,-8714.625668181818,-52092.202839545476
24265,24685,3095,0.5,0,1.0,-10324.499318181814,-62416.70215772729
24265,24685,3105,0.49,0,1.0,-11934.37296818183,-74351.07512590912
24265,24685,3115,0.48,0,2.0,-12312.951471074386,-86664.0265969835
24265,24685,3125,0.48,0,2.0,-12312.951471074386,-98976.97806805788
24265,24685,3135,0.5,0,2.0,-9385.908471074375,-108362.88653913226
24265,24685,3145,0.54,0,2.0,-3531.822471074387,-111894.70901020664
24265,24685,3155,0.57,0,2.0,858.7420289256208,-111035.96698128102
24265,24685,3165,0.61,0,2.0,6712.8280289255945,-104323.13895235542
24265,24685,3175,0.62,0,3.0,7433.045026296006,-96890.09392605942
24265,24685,3185,0.62,0,3.0,7433.045026296006,-89457.04889976341
24265,24685,3195,0.61,0,3.0,6102.570935386903,-83354.4779643765
24265,24685,3205,0.56,0,3.0,-549.7995191585239,-83904.27748353503
24265,24685,3215,0.56,0,3.0,-549.7995191585239,-84454.07700269355
24265,24685,3225,0.56,0,3.0,-549.7995191585239,-85003.87652185207
24265,24685,3235,0.54,0,3.0,-3210.747700976715,-88214.62422282879
24265,24685,3245,0.55,0,4.0,-1709.3396455160112,-89923.9638683448
24265,24685,3255,0.52,0,4.0,-5337.905347995355,-95261.86921634016
24265,24685,3265,0.52,0,4.0,-5337.905347995355,-100599.77456433552
24265,24685,3275,0.51,0,4.0,-6547.427248821799,-107147.20181315731
24265,24685,3285,0.51,0,4.0,-6547.427248821799,-113694.62906197911
24265,24685,3295,0.5,0,4.0,-7756.949149648243,-121451.57821162735
24265,24685,3305,0.51,0,4.0,-6547.427248821799,-127999.00546044915
24265,24685,3315,0.49,0,5.0,-8151.337318613364,-136150.3427790625
24265,24685,3325,0.48,0,5.0,-9250.902683001039,-145401.24546206355
24265,24685,3335,0.46,0,5.0,-11450.033411776392,-156851.27887383994
24265,24685,3345,0.48,0,5.0,-9250.902683001039,-166102.18155684098
24265,24685,3355,0.51,0,5.0,-5952.206589837999,-172054.38814667898
24265,24685,3365,0.51,0,5.0,-5952.206589837999,-178006.59473651697
24265,24685,3375,0.48,0,5.0,-9250.902683001039,-187257.497419518
24265,24685,3385,0.5,0,5.0,-7051.7719542256755,-194309.26937374368
24265,24685,3395,0.49,0,5.0,-8151.337318613364,-202460.60669235705
24265,24685,3405,0.45,0,5.0,-12549.598776164068,-215010.2054685211
24265,24685,3415,0.45,0,5.0,-12549.598776164068,-227559.80424468516
24265,24695,3025,0.54,1,0.0,-4273.505190000009,-4273.505190000009
24265,24695,3035,0.54,1,0.0,-4273.505190000009,-8547.010380000018
24265,24695,3045,0.53,1,0.0,-6044.366205000006,-14591.376585000024
24265,24695,3055,0.53,1,0.0,-6044.366205000006,-20635.74279000003
24265,24695,3065,0.52,1,1.0,-7104.75201818182,-27740.49480818185
24265,24695,3075,0.51,1,1.0,-8714.625668181818,-36455.12047636367
24265,24695,3085,0.51,1,1.0,-8714.625668181818,-45169.74614454549
24265,24695,3095,0.5,1,1.0,-10324.499318181814,-55494.245462727304
24265,24695,3105,0.5,1,1.0,-10324.499318181814,-65818.74478090912
24265,24695,3115,0.5,1,2.0,-9385.908471074375,-75204.6532519835
24265,24695,3125,0.51,1,2.0,-7922.386971074378,-83127.04022305788
24265,24695,3135,0.55,1,2.0,-2068.3009710743736,-85195.34119413226
24265,24695,3145,0.6,1,2.0,5249.306528925628,-79946.03466520662
24265,24695,3155,0.64,1,2.0,11103.392528925602,-68842.64213628102
24265,24695,3165,0.66,1,2.0,14030.435528925613,-54812.20660735541
24265,24695,3175,0.67,1,3.0,14085.415480841477,-40726.791126513934
24265,24695,3185,0.67,1,3.0,14085.415480841477,-26641.37564567246
24265,24695,3195,0.66,1,3.0,12754.941389932374,-13886.434255740085
24265,24695,3205,0.62,1,3.0,7433.045026296006,-6453.389229444079
24265,24695,3215,0.61,1,3.0,6102.570935386903,-350.818294057176
24265,24695,3225,0.6,1,3.0,4772.096844477844,4421.278550420668
24265,24695,3235,0.58,1,3.0,2111.1486626596525,6532.42721308032
24265,24695,3245,0.57,1,4.0,709.7041561368766,7242.131369217197
24265,24695,3255,0.55,0,4.0,-1709.3396455160112,5532.791723701186
24265,24695,3265,0.55,0,4.0,-1709.3396455160112,3823.452078185175
24265,24695,3275,0.54,0,4.0,-2918.861546342468,904.5905318427072
24265,24695,3285,0.53,0,4.0,-4128.383447168912,-3223.7929153262053
24265,24695,3295,0.55,0,4.0,-1709.3396455160112,-4933.132560842217
24265,24695,3305,0.56,0,4.0,-499.8177446895672,-5432.950305531784
24265,24695,3315,0.63,0,5.0,7242.577782814127,1809.6274772823435
24265,24695,3325,0.56,0,5.0,-454.3797678996065,1355.247709382737
24265,24695,3335,0.46,0,5.0,-11450.033411776392,-10094.785702393656
24265,24695,3345,0.48,0,5.0,-9250.902683001039,-19345.688385394693
24265,24695,3355,0.51,0,5.0,-5952.206589837999,-25297.89497523269
24265,24695,3365,0.48,0,5.0,-9250.902683001039,-34548.79765823373
24265,24695,3375,0.48,0,5.0,-9250.902683001039,-43799.70034123477
24265,24695,3385,0.51,0,5.0,-5952.206589837999,-49751.906931072765
24265,24695,3395,0.47,0,5.0,-10350.468047388722,-60102.374978461485
24265,24695,3405,0.45,0,5.0,-12549.598776164068,-72651.97375462555
24265,24695,3415,0.46,0,5.0,-11450.033411776392,-84102.00716640195
24265,24705,3025,0.53,1,0.0,-6044.366205000006,-6044.366205000006
24265,24705,3035,0.51,1,0.0,-9586.088235,-15630.454440000005
24265,24705,3045,0.5,1,0.0,-11356.949249999996,-26987.40369
24265,24705,3055,0.51,1,0.0,-9586.088235,-36573.491924999995
24265,24705,3065,0.51,1,1.0,-8714.625668181818,-45288.117593181814
24265,24705,3075,0.51,1,1.0,-8714.625668181818,-54002.743261363634
24265,24705,3085,0.52,1,1.0,-7104.75201818182,-61107.49527954545
24265,24705,3095,0.53,1,1.0,-5494.878368181823,-66602.37364772728
24265,24705,3105,0.54,1,1.0,-3885.004718181826,-70487.3783659091
24265,24705,3115,0.57,1,2.0,858.7420289256208,-69628.63633698347
24265,24705,3125,0.6,1,2.0,5249.306528925628,-64379.329808057846
24265,24705,3135,0.65,1,2.0,12566.914028925616,-51812.41577913223
24265,24705,3145,0.69,1,2.0,18421.000028925606,-33391.41575020662
24265,24705,3155,0.71,1,2.0,21348.043028925582,-12043.37272128104
24265,24705,3165,0.74,1,2.0,25738.607528925608,13695.234807644567
24265,24705,3175,0.74,1,3.0,23398.734117205095,37093.96892484966
24265,24705,3185,0.71,1,3.0,19407.311844477797,56501.28076932745
24265,24705,3195,0.67,1,3.0,14085.415480841477,70586.69625016893
24265,24705,3205,0.63,1,3.0,8763.519117205095,79350.21536737402
24265,24705,3215,0.6,1,3.0,4772.096844477844,84122.31221185187
24265,24705,3225,0.58,1,3.0,2111.1486626596525,86233.46087451151
24265,24705,3235,0.55,0,3.0,-1880.2736100676123,84353.1872644439
24265,24705,3245,0.53,0,4.0,-4128.383447168912,80224.80381727498
24265,24705,3255,0.53,0,4.0,-4128.383447168912,76096.42037010606
24265,24705,3265,0.52,0,4.0,-5337.905347995355,70758.5150221107
24265,24705,3275,0.52,0,4.0,-5337.905347995355,65420.609674115345
24265,24705,3285,0.52,0,4.0,-5337.905347995355,60082.70432611999
24265,24705,3295,0.52,0,4.0,-5337.905347995355,54744.79897812463
24265,24705,3305,0.53,0,4.0,-4128.383447168912,50616.41553095572
24265,24705,3315,0.59,0,5.0,2844.316325263422,53460.731856219136
24265,24705,3325,0.52,0,5.0,-4852.641225450323,48608.09063076881
24265,24705,3335,0.49,0,5.0,-8151.337318613364,40456.75331215545
24265,24705,3345,0.5,0,5.0,-7051.7719542256755,33404.98135792978
24265,24705,3355,0.49,0,5.0,-8151.337318613364,25253.644039316412
24265,24705,3365,0.46,0,5.0,-11450.033411776392,13803.61062754002
24265,24705,3375,0.5,0,5.0,-7051.7719542256755,6751.838673314344
24265,24705,3385,0.46,0,5.0,-11450.033411776392,-4698.194738462048
24265,24705,3395,0.44,0,5.0,-13649.164140551744,-18347.35887901379
24265,24705,3405,0.44,0,5.0,-13649.164140551744,-31996.523019565535
24265,24705,3415,0.44,0,5.0,-13649.164140551744,-45645.687160117275
24265,24715,3025,0.52,1,0.0,-7815.2272200000025,-7815.2272200000025
24265,24715,3035,0.51,1,0.0,-9586.088235,-17401.315455000004
24265,24715,3045,0.52,1,0.0,-7815.2272200000025,-25216.542675000004
24265,24715,3055,0.51,1,0.0,-9586.088235,-34802.63091000001
24265,24715,3065,0.53,1,1.0,-5494.878368181823,-40297.50927818183
24265,24715,3075,0.54,1,1.0,-3885.004718181826,-44182.513996363654
24265,24715,3085,0.56,1,1.0,-665.257418181814,-44847.77141454547
24265,24715,3095,0.58,1,1.0,2554.4898818181805,-42293.281532727284
24265,24715,3105,0.6,1,1.0,5774.237181818192,-36519.04435090909
24265,24715,3115,0.63,1,2.0,9639.871028925605,-26879.173321983486
24265,24715,3125,0.66,1,2.0,14030.435528925613,-12848.737793057873
24265,24715,3135,0.69,1,2.0,18421.000028925606,5572.262235867733
24265,24715,3145,0.71,1,2.0,21348.043028925582,26920.305264793315
24265,24715,3155,0.72,1,2.0,22811.564528925595,49731.86979371891
24265,24715,3165,0.71,1,2.0,21348.043028925582,71079.91282264449
24265,24715,3175,0.69,1,3.0,16746.363662659638,87826.27648530413
24265,24715,3185,0.64,1,3.0,10093.993208114181,97920.26969341832
24265,24715,3195,0.57,1,3.0,780.6745717505643,98700.94426516889
24265,24715,3205,0.58,1,3.0,2111.1486626596525,100812.09292782855
24265,24715,3215,0.57,1,3.0,780.6745717505643,101592.76749957912
24265,24715,3225,0.55,0,3.0,-1880.2736100676123,99712.4938895115
24265,24715,3235,0.54,0,3.0,-3210.747700976715,96501.74618853479
24265,24715,3245,0.53,0,4.0,-4128.383447168912,92373.36274136587
24265,24715,3255,0.52,0,4.0,-5337.905347995355,87035.45739337051
24265,24715,3265,0.52,0,4.0,-5337.905347995355,81697.55204537515
24265,24715,3275,0.52,0,4.0,-5337.905347995355,76359.6466973798
24265,24715,3285,0.52,0,4.0,-5337.905347995355,71021.74134938444
24265,24715,3295,0.51,0,4.0,-6547.427248821799,64474.31410056264
24265,24715,3305,0.51,0,4.0,-6547.427248821799,57926.88685174084
24265,24715,3315,0.51,0,5.0,-5952.206589837999,51974.680261902846
24265,24715,3325,0.52,0,5.0,-4852.641225450323,47122.03903645252
24265,24715,3335,0.5,0,5.0,-7051.7719542256755,40070.26708222685
24265,24715,3345,0.52,0,5.0,-4852.641225450323,35217.625856776525
24265,24715,3355,0.53,0,5.0,-3753.075861062647,31464.549995713878
24265,24715,3365,0.5,0,5.0,-7051.7719542256755,24412.778041488204
24265,24715,3375,0.46,0,5.0,-11450.033411776392,12962.744629711811
24265,24715,3385,0.44,0,5.0,-13649.164140551744,-686.4195108399326
24265,24715,3395,0.44,0,5.0,-13649.164140551744,-14335.583651391677
24265,24715,3405,0.45,0,5.0,-12549.598776164068,-26885.182427555745
24265,24715,3415,0.44,0,5.0,-13649.164140551744,-40534.34656810749
24265,24725,3025,0.53,1,0.0,-6044.366205000006,-6044.366205000006
24265,24725,3035,0.53,1,0.0,-6044.366205000006,-12088.732410000011
24265,24725,3045,0.54,1,0.0,-4273.505190000009,-16362.23760000002
24265,24725,3055,0.54,1,0.0,-4273.505190000009,-20635.74279000003
24265,24725,3065,0.56,1,1.0,-665.257418181814,-21301.000208181842
24265,24725,3075,0.57,1,1.0,944.616231818183,-20356.38397636366
24265,24725,3085,0.6,1,1.0,5774.237181818192,-14582.146794545468
24265,24725,3095,0.58,1,1.0,2554.4898818181805,-12027.656912727287
