x,y,z,ley,antes_max,Period,valor,valor_acum
24255,24565,3415,0.32,0,5.0,-26843.94851320389,-381207.5704373974
24255,24575,3025,0.52,0,0.0,-7815.2272200000025,-7815.2272200000025
24255,24575,3035,0.53,0,0.0,-6044.366205000006,-13859.593425000008
24255,24575,3045,0.53,0,0.0,-6044.366205000006,-19903.959630000012
24255,24575,3055,0.54,0,0.0,-4273.505190000009,-24177.464820000023
24255,24575,3065,0.55,0,1.0,-2275.1310681818113,-26452.595888181833
24255,24575,3075,0.55,0,1.0,-2275.1310681818113,-28727.726956363644
24255,24575,3085,0.54,0,1.0,-3885.004718181826,-32612.73167454547
24255,24575,3095,0.55,0,1.0,-2275.1310681818113,-34887.86274272728
24255,24575,3105,0.58,0,1.0,2554.4898818181805,-32333.3728609091
24255,24575,3115,0.6,0,2.0,5249.306528925628,-27084.06633198347
24255,24575,3125,0.58,0,2.0,2322.263528925618,-24761.802803057853
24255,24575,3135,0.56,0,2.0,-604.7794710743764,-25366.58227413223
24255,24575,3145,0.56,0,2.0,-604.7794710743764,-25971.361745206606
24255,24575,3155,0.56,0,2.0,-604.7794710743764,-26576.141216280983
24255,24575,3165,0.54,0,2.0,-3531.822471074387,-30107.963687355368
24255,24575,3175,0.52,0,3.0,-5871.695882794891,-35979.65957015026
24255,24575,3185,0.52,0,3.0,-5871.695882794891,-41851.35545294515
24255,24575,3195,0.52,0,3.0,-5871.695882794891,-47723.05133574004
24255,24575,3205,0.52,0,3.0,-5871.695882794891,-53594.74721853493
24255,24575,3215,0.52,0,3.0,-5871.695882794891,-59466.44310132982
24255,24575,3225,0.52,0,3.0,-5871.695882794891,-65338.138984124715
24255,24575,3235,0.52,0,3.0,-5871.695882794891,-71209.83486691961
24255,24575,3245,0.54,0,4.0,-2918.861546342468,-74128.69641326208
24255,24575,3255,0.52,0,4.0,-5337.905347995355,-79466.60176125744
24255,24575,3265,0.52,0,4.0,-5337.905347995355,-84804.5071092528
24255,24575,3275,0.51,0,4.0,-6547.427248821799,-91351.93435807459
24255,24575,3285,0.52,0,4.0,-5337.905347995355,-96689.83970606995
24255,24575,3295,0.53,0,4.0,-4128.383447168912,-100818.22315323887
24255,24575,3305,0.5,0,4.0,-7756.949149648243,-108575.1723028871
24255,24575,3315,0.5,0,5.0,-7051.7719542256755,-115626.94425711279
24255,24575,3325,0.49,0,5.0,-8151.337318613364,-123778.28157572616
24255,24575,3335,0.53,0,5.0,-3753.075861062647,-127531.3574367888
24255,24575,3345,0.46,0,5.0,-11450.033411776392,-138981.3908485652
24255,24575,3355,0.44,0,5.0,-13649.164140551744,-152630.55498911696
24255,24575,3365,0.43,0,5.0,-14748.729504939427,-167379.2844940564
24255,24575,3375,0.42,0,5.0,-15848.29486932711,-183227.5793633835
24255,24575,3385,0.38,0,5.0,-20246.55632687782,-203474.13569026132
24255,24575,3395,0.37,0,5.0,-21346.121691265496,-224820.2573815268
24255,24575,3405,0.37,0,5.0,-21346.121691265496,-246166.3790727923
24255,24575,3415,0.38,0,5.0,-20246.55632687782,-266412.93539967015
24255,24585,3025,0.47,0,0.0,-16669.532295000015,-16669.532295000015
24255,24585,3035,0.48,0,0.0,-14898.67128000001,-31568.203575000025
24255,24585,3045,0.48,0,0.0,-14898.67128000001,-46466.87485500003
24255,24585,3055,0.49,0,0.0,-13127.810265000013,-59594.685120000046
24255,24585,3065,0.5,0,1.0,-10324.499318181814,-69919.18443818187
